# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.88973,13.97261,-1.52014,1.18979,0.27616,0.20729,0.76135,0.11586,-0.54058
12.63628,14.24113,-0.77182,1.33688,0.46164,0.31951,1.19664,-0.25868,0.65210
12.78893,13.30921,-1.36156,1.47905,1.36583,0.10498,0.79553,-0.41981,0.68656
12.87710,13.72104,-0.22920,0.97467,0.75368,0.37390,0.87015,0.48328,0.80503
12.89939,14.06465,-0.68565,1.09377,0.86003,0.33023,1.08898,-0.03941,-0.98025
12.69208,13.76724,-1.40648,0.82683,1.06838,0.43641,0.71501,-0.46365,0.34978
12.81494,14.24642,-2.27874,0.78095,0.51023,0.21397,0.77575,-0.19158,-0.40341
12.92062,14.14055,-0.15817,1.33129,0.43027,0.33411,1.03762,0.40572,-0.88604
12.92788,13.20862,-1.37299,1.06740,1.28740,0.11850,0.93065,-0.48750,0.63653
13.25086,14.11147,-2.62489,1.08972,0.63939,0.44425,1.18933,0.36490,0.02235
12.56489,14.24443,-0.99443,0.94278,1.25800,0.27609,0.77708,-0.10033,0.66049
13.20221,13.57530,-0.33330,1.03739,0.04995,0.29639,0.72368,0.48084,-0.81076
12.86618,14.15627,-1.69606,0.87605,0.30198,0.29561,0.87524,-0.45706,-0.14167
13.14961,13.46525,-1.08166,1.36615,0.13023,0.43614,1.23925,0.29987,-0.02577
13.08148,13.45137,-1.32014,1.46571,0.91221,0.38569,1.07927,0.28500,-0.29649
12.82688,13.76995,-0.67992,1.42494,1.49275,0.25578,0.91041,0.13322,0.83295
13.07617,14.31321,-0.80437,1.04449,1.43833,0.45083,1.11026,0.03892,0.27602
13.03097,13.53844,-1.63049,0.72930,1.04299,0.17655,1.14862,-0.49942,-0.02485
12.96758,13.76883,-1.22440,1.04067,0.93560,0.31621,1.04346,-0.03360,0.76164
12.73538,13.59724,-1.20546,1.11699,0.23657,0.25091,0.97647,-0.24886,0.50986
12.42486,13.84512,-1.17539,1.44515,0.27926,0.05327,0.78213,-0.04885,0.19555
12.78921,13.96861,-2.50462,1.18922,0.32640,0.12065,0.82368,-0.42070,-0.78063
12.58508,13.73573,-2.31779,1.28059,1.49240,0.30439,1.00601,0.26337,-0.81671
12.77715,13.69046,-0.32007,1.26527,0.49215,0.04144,1.20202,0.32959,0.55753
13.25414,13.73491,-0.84513,1.16391,0.10564,0.12246,1.10292,0.28838,-0.97482
