# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
13.03563,13.77273,-1.96424,1.19095,0.85854,0.18118,1.18143,-0.04391,0.20046
12.40725,13.28273,-2.37525,1.49738,0.32439,0.48315,0.98480,-0.38618,-0.61825
12.94592,13.69527,-1.99380,1.42468,0.07267,0.23651,0.91966,-0.04030,-0.04020
13.13594,13.57846,-0.48563,1.39435,1.02899,0.33901,0.88221,-0.26856,0.74769
13.17801,13.57133,-0.20846,1.43367,0.67434,0.43955,0.80981,-0.05218,0.66836
12.66729,13.29778,-0.91205,1.11996,0.62069,0.28801,1.17503,-0.30968,-0.28976
12.98610,13.75278,-0.24764,1.24543,1.38442,0.43105,1.12813,0.01239,0.95753
13.10351,14.22118,-1.23805,1.31852,1.22763,0.47805,0.80825,0.44189,0.70807
13.10749,13.42789,-1.59437,1.25798,0.38950,0.08320,1.04044,-0.44821,-0.32678
13.11775,13.57427,-1.41430,1.05635,0.48425,0.23881,1.15207,-0.33138,0.69566
12.83902,13.71761,-0.84103,0.97484,1.03384,0.25117,1.12258,0.45624,-0.07598
13.11127,13.89418,-1.80685,1.00224,1.40016,0.11020,1.25072,-0.25250,0.69127
12.81175,14.10597,-0.17570,1.08397,0.26472,0.06948,1.15169,-0.40469,-0.66176
12.85955,13.84221,-1.88473,1.05925,0.39184,0.28714,1.06375,-0.28895,-0.85138
12.48310,14.15380,-2.83712,1.16260,0.09368,0.40624,1.06800,0.36688,0.25991
13.20181,13.55280,-2.85453,1.13556,0.16304,0.00625,1.08522,0.17360,0.74129
12.65066,13.21308,-1.53346,1.16143,1.20988,0.36061,1.22575,-0.39886,-0.88190
12.90456,13.31580,-2.67636,1.25352,0.70103,0.29458,1.14658,-0.47061,-0.42085
12.66280,13.20989,-2.37826,1.17069,0.75796,0.41857,1.05166,0.29260,-0.79177
12.42104,14.07480,-1.64436,1.38169,1.18140,0.30736,0.91944,-0.45204,-0.53918
12.44173,14.32070,-2.40255,0.99741,1.08970,0.18215,0.92940,-0.40214,0.28467
13.27468,14.05976,-2.26206,1.19659,1.41374,0.35844,1.25941,0.48981,0.32194
12.55315,13.47511,-2.52223,1.44244,0.01412,0.19056,0.72337,0.40543,0.91423
12.42000,13.97972,-0.49746,0.80274,0.21170,0.20992,0.70776,-0.04780,-0.31243
12.54788,13.50662,-0.04556,0.73221,1.42098,0.19181,0.76922,-0.03462,0.39947
12.74415,14.05064,-1.02783,1.01969,0.94438,0.19246,1.06540,-0.15687,-0.68539
13.03163,13.73715,-1.52112,1.33054,1.20137,0.20373,0.75855,-0.08770,0.90873
12.57508,13.63608,-1.61236,0.96355,0.01505,0.46682,1.15914,0.00102,0.90942
13.05579,13.33303,-0.59120,0.77457,1.27921,0.33170,0.98410,-0.30431,-0.13489
12.72880,13.22219,-0.58983,0.87820,1.46452,0.27980,0.78036,0.13090,0.08517
12.98730,14.14728,-0.84030,1.34966,1.40384,0.00294,1.06210,-0.15134,-0.18735
12.50041,13.66145,-1.06582,1.29121,0.44468,0.33730,1.18968,0.26967,0.08462
12.82519,14.14440,-0.43621,1.48739,0.71942,0.35488,0.88667,-0.16391,-0.07839
13.22751,13.95570,-0.64899,1.14511,1.43619,0.13801,0.72705,0.30371,-0.88826
