# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
13.20647,13.23768,-1.76095,0.74432,0.95273,0.26111,0.78605,0.41557,-0.05209
12.41327,14.19692,-1.94446,0.79444,1.41246,0.20915,1.04393,-0.45138,0.33044
12.72188,14.19726,-1.85026,1.39387,0.48599,0.25572,0.91663,0.26961,0.77161
12.87761,14.02809,-2.27060,1.18870,0.51029,0.24177,0.77551,0.16539,0.42378
12.94313,13.82910,-1.54491,0.95684,0.81233,0.26131,1.19323,-0.41421,-0.17317
12.61209,13.38409,-0.60464,1.16179,0.13638,0.37066,1.02247,-0.38766,-0.38584
12.63539,13.62919,-0.18165,0.91381,0.98010,0.23176,0.70166,-0.02388,0.42442
13.20127,14.03413,-1.50304,0.84265,0.18745,0.21601,0.89824,0.44525,-0.80177
13.21162,14.12536,-2.06204,1.38833,1.44300,0.32068,1.08155,0.34102,0.50851
12.69907,13.36374,-0.16431,0.97151,1.13814,0.30995,0.78697,-0.35002,-0.72116
13.17892,13.51029,-0.13445,1.11342,0.65598,0.37269,0.71972,-0.24251,-0.54116
12.83367,13.67637,-1.59858,0.96497,0.99398,0.21955,0.78883,-0.38508,0.87066
12.40860,13.34500,-0.72422,1.28581,1.43598,0.30114,0.96823,-0.25038,0.59977
12.45102,14.33101,-2.81945,0.92622,1.04564,0.32442,1.22867,-0.15245,-0.33618
13.17381,13.91844,-1.05206,1.19850,1.22813,0.13014,0.84404,0.23361,-0.06334
12.43374,13.45187,-0.33766,0.95408,0.76801,0.28993,0.99111,-0.20588,-0.48859
12.42446,13.36876,-2.64749,1.44689,1.19911,0.41118,1.14127,0.06532,-0.50887
12.92362,13.96924,-0.36245,1.04064,0.60285,0.07511,0.89452,0.25375,-0.18751
13.23510,14.33579,-1.34251,1.01170,1.26475,0.02557,1.03182,-0.04416,-0.47028
13.13101,13.81281,-2.34563,1.15907,0.08643,0.05043,1.08635,-0.25453,0.38853
12.84335,14.11817,-0.83826,1.46743,1.15732,0.15964,1.24646,0.15959,-0.19994
13.08312,13.75931,-2.99048,0.97185,1.34080,0.19423,1.17351,-0.32722,-0.14563
13.29435,13.80754,-1.80505,1.00518,0.43065,0.27757,1.19286,-0.46366,-0.35983
13.10857,13.56473,-0.37599,0.74922,0.23016,0.26592,0.92284,0.23860,-0.79114
12.72381,13.70285,-0.87603,1.28584,0.23688,0.33218,1.22571,0.27107,0.10169
13.01692,13.24891,-2.39512,1.09665,0.50232,0.31055,0.91871,0.16779,0.74680
12.81066,13.30634,-2.70350,1.28869,0.96292,0.02223,1.23017,-0.04791,-0.09077
