# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.78929,13.41545,-2.67766,1.35602,0.09011,0.28798,0.80927,-0.33267,0.91083
12.71807,13.72904,-0.34445,0.73758,1.18548,0.09466,0.80847,0.49021,-0.74368
13.24547,14.32499,-0.74288,0.99220,0.02322,0.31288,0.72909,-0.30119,0.32099
13.24366,13.43512,-0.50325,0.94174,0.35674,0.20000,0.95252,-0.41488,0.76075
12.89198,14.06095,-2.67015,1.15972,0.16997,0.29327,1.19167,-0.02741,-0.37546
12.73142,14.04505,-1.12448,1.14388,0.58359,0.46774,0.70529,-0.13198,0.75800
12.56699,13.80045,-0.46211,1.34098,1.34376,0.11357,1.12670,-0.20589,-0.02045
12.59860,14.17259,-1.80719,1.23895,0.59424,0.43920,0.81624,-0.16701,0.29564
12.77317,14.01686,-2.53154,0.95533,1.08303,0.31321,0.81707,-0.28658,0.99359
12.41649,14.37223,-1.31322,0.70494,1.04811,0.30987,1.24543,0.20067,0.70973
13.02731,13.72929,-2.90124,0.91782,0.25973,0.39262,1.11467,-0.00886,0.60603
12.78983,13.23789,-2.41380,1.23868,1.34619,0.45852,0.78778,0.16924,-0.86582
12.98340,13.64777,-1.69947,1.10532,0.87182,0.13542,0.95267,0.13578,-0.27342
13.16273,13.89198,-2.59932,1.29111,1.40669,0.33444,0.86698,-0.05350,-0.60551
12.68976,14.27383,-0.41504,1.19879,0.83163,0.48092,0.80320,0.44749,0.80937
12.73149,13.59133,-0.44412,1.11986,1.37482,0.04368,1.15935,-0.37910,0.84009
12.61813,14.26938,-0.33266,1.23154,1.31506,0.45915,0.98272,-0.42874,-0.08166
12.81051,14.25968,-2.41601,1.12570,0.00659,0.12758,0.90401,-0.49250,0.26880
13.16793,13.68348,-2.00080,0.78882,1.11366,0.20610,0.78022,0.33602,-0.54158
13.02187,13.34987,-1.88806,1.44138,1.30709,0.28620,1.18944,0.21343,0.43089
12.48808,13.21497,-1.45390,1.22092,0.34018,0.43900,0.97297,0.06307,0.15322
12.47325,13.63093,-1.90422,1.19332,0.41103,0.05130,1.22406,-0.36099,-0.02181
12.90919,14.15313,-0.39054,1.22955,0.40953,0.09602,1.07234,0.34977,-0.10144
12.91536,13.94862,-2.16283,1.35884,0.77371,0.36915,1.08668,-0.04131,0.18380
12.70678,13.43416,-0.33488,1.01456,1.20170,0.01670,0.90325,-0.06434,0.31646
13.15769,13.99694,-2.01826,0.74795,0.01265,0.08684,0.79658,-0.46208,-0.76600
13.27840,14.08084,-0.53560,0.83053,0.75153,0.17826,0.86149,-0.17493,0.87964
12.89447,14.33859,-0.26805,1.47306,0.80665,0.28063,0.87100,-0.43952,0.91700
12.72828,13.84845,-1.02996,0.88241,0.99238,0.41561,1.18949,-0.04475,-0.98363
12.41065,13.54306,-2.63107,0.91200,1.19466,0.01961,1.25194,0.04166,-0.63448
12.44534,14.20566,-1.89210,1.49388,0.71010,0.05633,0.98194,-0.44171,0.42564
12.98710,13.94919,-2.14349,1.10507,1.01525,0.19533,0.74006,-0.08778,0.65174
12.45949,14.38289,-2.87184,0.90047,0.06148,0.06034,1.21641,-0.27471,0.56704
12.50577,13.28970,-2.08713,0.75465,0.90949,0.22975,0.90421,-0.24477,0.16888
13.12665,13.95608,-0.25896,1.17106,1.34659,0.29128,1.15568,-0.07761,0.53277
12.90057,13.96481,-2.04361,0.78520,0.61169,0.14979,0.90796,0.09781,0.22840
13.05094,13.95560,-0.80621,0.99032,0.12674,0.33787,1.18315,0.08260,-0.64556
12.77213,14.32597,-1.05863,0.85023,0.62381,0.12436,1.28036,-0.47280,0.48717
13.05488,13.90822,-2.97780,1.00200,1.32439,0.43236,1.06637,0.14487,-0.06361
13.03678,13.20588,-1.41940,1.26759,0.84416,0.27531,1.21004,0.12704,0.90096
12.80809,13.52462,-2.32703,0.72509,0.99861,0.26667,1.07221,0.07175,-0.60351
12.73557,13.82879,-1.74194,1.33769,1.44418,0.26183,1.28602,0.33242,0.02767
13.24085,13.31434,-0.27143,0.96469,1.44372,0.22971,0.82521,0.47371,0.19567
13.22054,13.29813,-2.04584,0.93204,0.15496,0.43032,0.73503,-0.41716,0.84216
12.89319,13.78785,-1.24004,0.86402,0.64763,0.25829,0.70016,-0.45874,-0.71468
12.70790,13.75247,-2.74337,1.45331,0.77441,0.05817,0.90265,-0.11988,-0.06180
12.67023,13.63683,-0.66591,1.23774,0.45914,0.19918,1.05977,-0.34515,-0.33783
12.59649,13.52641,-2.11662,0.75661,1.44704,0.12090,0.97785,0.42362,0.10487
13.09484,13.99170,-2.27050,0.97860,0.10765,0.44336,0.76106,0.24725,0.10404
13.20111,14.32133,-2.54884,0.79561,0.79428,0.27582,0.84187,0.42155,0.20060
13.05534,13.49937,-2.54099,0.79925,0.34903,0.08558,0.80280,-0.32362,-0.86480
13.16759,13.38524,-2.07391,1.04239,0.28122,0.25631,1.24988,0.29711,0.04576
12.85409,13.44995,-2.71156,0.87159,0.91909,0.34000,1.28003,-0.16269,0.77009
13.13395,13.97439,-2.72933,1.16037,0.70204,0.10884,0.95325,0.05651,-0.93157
12.83834,13.45667,-1.59187,1.49368,0.98688,0.14372,1.17588,-0.22159,0.24006
12.92211,14.39804,-2.55504,0.92440,0.29515,0.19612,0.80299,-0.19478,-0.60723
13.12764,13.91118,-1.27333,1.48889,1.25000,0.12916,1.29068,0.38445,-0.17499
13.12822,14.36973,-0.50603,1.27174,0.51817,0.22257,1.19697,0.27371,-0.93014
13.02618,13.27597,-1.31160,1.45609,0.78035,0.40105,0.90899,-0.05662,-0.72823
12.74105,14.13963,-1.46130,1.20433,1.25326,0.29832,1.26260,0.37555,0.52902
13.07688,13.90635,-2.47473,0.87543,0.91863,0.03472,0.95736,0.38689,0.96819
12.85213,14.12347,-1.13461,1.18050,1.28098,0.42292,1.17418,-0.48889,-0.44058
12.96740,13.90740,-1.46326,1.02663,0.50432,0.25763,0.71146,0.36118,0.85927
