# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.96622,14.00872,-0.05621,0.83857,1.45423,0.16907,0.93000,-0.17311,0.43431
13.18534,13.59029,-0.58222,0.83214,0.02530,0.45187,1.08609,0.45036,0.54362
12.56221,13.98986,-0.43256,1.41970,0.97250,0.05414,0.86534,0.10383,0.01695
13.03789,13.21730,-2.69726,0.85606,0.03432,0.23084,0.87177,-0.22358,0.29320
13.25725,13.44307,-1.51434,1.42705,0.06496,0.08621,0.85053,-0.40618,0.97024
13.02941,13.22714,-0.39532,0.78679,1.17502,0.44235,0.74122,-0.11101,-0.09423
12.69806,14.31987,-1.29880,1.33509,0.48116,0.36873,1.25067,0.42888,0.30309
12.77274,13.78720,-2.94927,0.72932,1.14748,0.27331,0.91584,-0.40054,-0.73476
13.11235,13.47750,-2.61174,1.09362,1.29770,0.29662,1.23445,0.48040,-0.34982
13.09282,13.33665,-2.05099,1.07908,0.56308,0.42980,0.79059,0.03260,0.39167
12.90498,14.14716,-2.82799,1.28859,0.75553,0.02406,0.96786,-0.23174,-0.86497
12.60172,13.34873,-0.97620,1.38546,0.35671,0.46714,0.81053,0.06785,-0.76032
12.93599,13.80652,-2.13735,1.48742,1.14018,0.16582,0.77573,-0.21186,-0.12992
12.75760,14.29481,-1.36440,1.13792,0.13521,0.43890,1.18173,-0.46332,0.02916
13.11891,13.38069,-2.57055,1.32156,1.08169,0.28045,1.29174,-0.07043,0.71066
12.76022,13.25983,-2.50786,0.73693,1.21930,0.24036,1.10080,-0.43779,-0.72186
12.96356,13.43169,-2.90119,0.84562,0.04044,0.36212,0.99333,-0.14643,-0.74739
12.73187,13.62609,-2.25559,1.39825,0.57233,0.17408,0.85255,-0.11394,0.25437
13.21556,14.33511,-1.33711,0.93079,0.04028,0.47190,0.80653,0.31393,-0.43406
12.59967,13.80281,-0.28180,1.39226,1.39950,0.29891,0.93144,0.41909,0.20395
12.59130,13.65602,-0.94471,1.09455,0.24832,0.26338,0.78258,0.09053,-0.04302
13.17813,13.51211,-0.61832,1.08129,1.19934,0.18625,0.73231,-0.23541,0.89836
12.80399,14.16115,-2.64347,0.99461,0.44400,0.24889,1.02785,0.41637,-0.55721
12.59147,13.35732,-1.15056,0.79211,0.97882,0.49004,1.10386,-0.37318,0.68882
12.49698,14.02275,-0.24873,0.78130,0.10418,0.12319,0.70332,0.46431,-0.66472
