# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.87204,14.24029,-1.41561,1.12552,1.17075,0.31451,1.03410,0.32375,-0.07825
12.95253,13.70881,-1.10043,0.92072,0.21012,0.41579,1.19585,0.14520,0.13373
12.74016,13.63221,-1.19278,1.47833,0.43638,0.43633,0.90714,0.15030,0.06353
12.83659,14.31610,-2.69470,1.14993,1.05952,0.35735,0.71939,0.09644,-0.53589
13.17995,13.82676,-2.49561,1.38321,0.48447,0.25094,0.90979,0.14228,0.09817
12.96987,13.68112,-1.87442,0.79829,1.06162,0.29839,0.94537,-0.47600,-0.59843
13.22961,13.67923,-2.47381,1.16478,0.01782,0.19592,0.88937,0.27301,0.84573
13.19376,13.77809,-0.48063,0.81540,1.14634,0.26861,0.86784,-0.20646,-0.88425
12.57063,13.34033,-2.88743,0.88713,1.42820,0.05802,1.11655,0.11647,0.30490
12.47338,13.52269,-1.21116,1.24548,0.36568,0.29404,0.83457,-0.37481,-0.41507
12.58961,13.24496,-2.48116,0.76651,0.18911,0.08549,0.81230,0.18483,0.97613
12.51405,14.37590,-1.29177,1.27533,0.88129,0.39321,1.21419,-0.33770,0.53326
12.62627,13.81169,-2.14266,1.28452,1.49081,0.47235,1.04708,-0.06366,0.87680
12.67073,13.50914,-2.44553,0.83180,1.47894,0.36006,0.93708,-0.46442,-0.03042
12.53510,14.12175,-2.13993,1.31374,0.43284,0.40086,0.98554,-0.13928,0.27288
12.87251,14.02080,-0.15648,1.24441,1.28807,0.11676,1.16570,0.18527,0.39285
12.65608,13.34510,-1.01227,1.26030,1.43663,0.00788,1.22005,0.23376,0.74488
13.07570,14.23897,-2.84914,1.47263,0.77189,0.46076,1.02477,0.31008,-0.84463
12.68880,13.59114,-1.30708,1.20393,0.49101,0.01659,1.01810,0.13909,-0.83277
12.78448,13.54680,-2.43693,1.45477,0.45622,0.20490,0.81927,-0.06957,-0.22274
13.04796,14.09014,-0.75295,1.48737,0.54153,0.02034,0.77644,0.16615,-0.30596
12.50664,13.46729,-1.25790,0.94088,0.93842,0.47532,0.76209,-0.48712,0.80899
13.08064,13.84546,-0.24806,1.26321,0.10450,0.24284,1.09034,0.34887,-0.41338
13.23037,13.62951,-0.73862,1.31859,0.06479,0.21247,0.93350,0.02809,-0.51587
13.15924,13.52637,-2.93238,0.80245,0.52263,0.43634,1.20451,0.09744,-0.49273
12.97881,14.37880,-0.83384,0.93941,0.27804,0.09356,1.27521,-0.22786,-0.64414
12.47308,13.65091,-1.62472,1.33847,1.08566,0.31800,1.26143,0.45520,0.29236
13.28138,14.04271,-0.06129,0.70631,0.27132,0.07248,0.85480,-0.20855,0.03053
12.77014,13.61957,-1.52470,0.82203,0.37124,0.16745,1.26008,0.46149,-0.50629
12.94653,14.29734,-1.61218,0.71887,1.10474,0.15309,1.02306,-0.01930,-0.20270
12.59580,14.26482,-0.04590,1.06123,0.47916,0.21344,0.81045,0.27764,-0.82563
12.48177,14.23402,-0.14863,1.02446,1.30716,0.01460,1.03175,0.09983,0.34568
13.01655,13.83795,-0.42401,0.94710,0.64719,0.10054,1.12092,-0.18622,-0.95871
12.98925,14.00016,-2.99484,0.72078,1.43611,0.45340,0.88625,0.35734,0.75150
12.56383,13.60609,-0.83823,1.48248,0.18583,0.21748,1.14416,0.36563,-0.52062
